n_utts,n_tokens,n_types,mlu,question_rate,dm_per_100t,mental_per_100t,role
19,1966,301,103.47368421052632,0.0,2.390640895218718,0.0,CHI
9,203,30,22.555555555555557,0.0,0.49261083743842365,0.0,MOT
