start,end,speaker,f0,rms
1.6340937500000001,2.84909375,S1,282.2958713283476,0.05010562762618065
3.0853437500000003,3.33846875,S1,339.9508147628335,0.0720987394452095
3.79409375,3.8953437500000003,S2,146.89639634310262,0.053257886320352554
4.73909375,5.785343750000001,S2,156.39026117271007,0.1485603302717209
6.4772187500000005,7.337843750000001,S1,379.46165257915766,0.12409618496894836
7.337843750000001,7.59096875,S2,279.76155111012685,0.1588844656944275
7.35471875,9.46409375,S1,294.0735789319241,0.18741172552108765
12.450968750000001,14.644718750000003,S1,354.42070689618083,0.09338950365781784
14.965343750000002,17.024093750000002,S1,292.814778613697,0.0674937292933464
114.03846875,115.01721875000001,S1,449.48292965056305,0.18216806650161743
116.33346875000001,117.49784375,S1,404.5901690778692,0.11181561648845673
118.61159375000001,119.43846875000001,S1,370.1498556841204,0.09853632003068924
120.29909375000001,123.38721875,S1,391.017561638643,0.12145762145519257
123.77534375,124.78784375000001,S1,317.4836819585335,0.10540013015270233
125.96909375000001,127.30221875000001,S1,458.7969785369153,0.1836177557706833
127.57221875,129.71534375000002,S1,386.8396630489477,0.09950929880142212
131.41971875000002,132.83721875,S1,476.98285035763155,0.2048954963684082
133.47846875000002,134.18721875,S1,401.65051151319153,0.2894105613231659
134.67659375,135.28409375,S1,354.0090312662379,0.14965952932834625
139.19909375,139.21596875,S1,501.2717571020195,0.032880350947380066
152.56409375,155.39909375000002,S2,486.4115739684064,0.18254876136779785
159.83721875,159.98909375000002,S2,602.2091246803941,0.13954494893550873
212.48721875,212.53784375,S1,111.51983692701411,0.07805245369672775
217.34721875000002,218.00534375,S1,453.3805742971854,0.24764414131641388
218.39346875,218.88284375,S1,252.6213973162453,0.1369423270225525
219.20346875,221.81909375,S1,278.7109280615016,0.12695135176181793
223.55721875,224.16471875000002,S1,328.0091512852839,0.10346731543540955
224.95784375000002,225.14346875,S1,461.6876231285045,0.2738220989704132
225.46409375000002,226.89846875,S1,385.6279400315881,0.15136003494262695
227.47221875000002,227.62409375000001,S1,363.16934264710255,0.1771041601896286
227.99534375000002,228.78846875000002,S1,354.156636120284,0.21323785185813904
228.92346875,231.75846875000002,S1,520.4307690710505,0.24484054744243622
231.96096875,232.83846875,S1,277.4148438759034,0.06502947211265564
233.34471875000003,234.52596875,S1,294.26314046650054,0.16713564097881317
234.94784375,235.28534375,S1,246.04133536915938,0.1563330888748169
235.97721875000002,239.38596875000002,S1,445.0301588551863,0.16918370127677917
239.82471875000002,240.90471875000003,S1,287.62082341701756,0.1209176704287529
241.47846875000002,242.03534375,S1,301.2306112209945,0.14593379199504852
242.92971875,243.45284375000003,S1,322.46456520085724,0.11904165148735046
250.35471875000002,250.64159375000003,S1,206.88440253208657,0.10253754258155823
251.33346875,251.60346875000002,S1,502.8403150474699,0.09366844594478607
253.05471875,253.72971875000002,S1,421.29233132253137,0.10842960327863693
254.33721875,255.13034375,S1,357.073153709993,0.11036746203899384
255.16409375,256.51409375000003,S1,272.4458551134252,0.12697967886924744
257.20596875,257.77971875000003,S1,259.1933471627528,0.07673271745443344
259.09596875,259.36596875000004,S1,465.3902921107027,0.07505016028881073
260.02409375,261.96471875000003,S1,281.287436847344,0.11271999031305313
263.06159375000004,263.46659375,S1,313.78061265470495,0.07269318401813507
263.73659375,265.71096875,S1,287.7541294198152,0.06571456044912338
265.99784375,268.59659375,S1,273.58049859613106,0.09550878405570984
270.65534375000004,271.95471875000004,S1,253.3824331732366,0.059523191303014755
272.12346875000003,272.88284375,S1,299.23044972345997,0.0731503888964653
273.82784375,275.93721875,S1,289.65372606951917,0.07316845655441284
280.94909375000003,281.28659375,S1,232.16375458472717,0.07113063335418701
281.82659375000003,282.73784375,S1,350.9578845476259,0.07702213525772095
283.32846875,283.95284375,S1,268.9581349813688,0.06020224839448929
285.43784375,285.53909375,S1,199.2596188174385,0.03409038111567497
285.72471875,286.21409375,S1,215.99284136827728,0.03538336232304573
287.47971875,287.86784375,S1,264.78192028165597,0.03427525609731674
289.75784375,291.52971875000003,S1,230.73368786569935,0.06712841242551804
291.56346875,293.58846875,S2,152.64077635953055,0.05632828176021576
294.36471875,294.95534375,S2,139.64212439181466,0.0704331025481224
294.95534375,295.14096875,S1,296.13031745885223,0.06846772134304047
296.65971875,297.03096875,S2,188.89853152975098,0.03568306937813759
298.63409375000003,299.69721875000005,S1,468.3146744977852,0.35680457949638367
299.95034375,300.23721875,S2,288.42641010790044,0.1173618957400322
300.23721875,300.28784375000004,S1,355.35760479256317,0.12569966912269592
300.28784375000004,300.30471875,S2,357.21493155181133,0.044770512729883194
300.30471875,300.32159375000003,S1,356.33362737827326,0.03850780427455902
300.92909375,301.94159375000004,S2,174.90928258097736,0.09263946861028671
302.14409375,303.08909375,S1,351.49264603259763,0.17617769539356232
303.96659375,304.52346875,S2,183.6225718014072,0.08540122956037521
304.77659375,305.68784375,S1,337.4125687799146,0.10429777950048447
307.44284375,309.02909375,S1,205.42232210075116,0.15401482582092285
311.83034375,312.87659375000004,S2,218.20666004711273,0.13264957070350647
