role,f0_mean,f0_sd,energy_mean,speech_rate,pause_p95
CHI,337.5793259875067,200.22253194693346,0.10769195854663849,10.473612635364237,22.650000000000038
MOT,350.8844598859398,207.1429489754607,0.1176691989907447,10.07310875236454,20.0
