role,f0_mean,f0_sd,energy_mean,speech_rate,pause_p95
CHI,317.4631744649505,174.9611210504438,0.11673750220021854,10.71974094921785,20.0
MOT,302.9409987351373,173.98067180948567,0.11638337074660919,10.665935255011291,5.0
