n_utts,n_tokens,n_types,mlu,question_rate,dm_per_100t,mental_per_100t,role
48,949,146,19.770833333333332,0.020833333333333332,6.533192834562698,0.1053740779768177,CHI
71,3049,478,42.943661971830984,0.0,3.77172843555264,0.13119055428009183,MOT
