n_utts,n_tokens,n_types,mlu,question_rate,dm_per_100t,mental_per_100t,role
308,4591,651,14.905844155844155,0.10714285714285714,3.3543890219995642,0.21781746896101067,CHI
35,953,251,27.228571428571428,0.02857142857142857,2.938090241343127,1.888772298006296,MOT
