role,f0_mean,f0_sd,energy_mean,speech_rate,pause_p95
CHI,237.9146127917169,143.5616052285027,0.1136750222921565,10.443749330732457,6.050000000000011
MOT,244.4131976620156,167.17712761719804,0.17949514474187578,10.289211305734414,10.599999999999998
