role,f0_mean,f0_sd,energy_mean,speech_rate,pause_p95
CHI,384.07040309154723,177.72944167905445,0.1018479224294424,10.10224358974359,0.0
MOT,309.28855838151566,180.96772464242443,0.0925234466791153,10.392921028032402,1.0
