n_utts,n_tokens,n_types,mlu,question_rate,dm_per_100t,mental_per_100t,role
22,101,52,4.590909090909091,0.045454545454545456,8.910891089108912,0.0,CHI
42,544,173,12.952380952380953,0.07142857142857142,4.227941176470588,0.18382352941176472,MOT
