role,f0_mean,f0_sd,energy_mean,speech_rate,pause_p95
CHI,269.23951677369314,85.19512421822955,0.11484725860988393,11.131566026692566,10.799999999999997
MOT,241.7931086104144,89.50575248346777,0.10785820302755936,11.0624649859944,0.0
