role,f0_mean,f0_sd,energy_mean,speech_rate,pause_p95
CHI,408.0989162077941,197.85565569267123,0.10590791996828346,10.460670724624213,3.1999999999999993
MOT,319.4115740868525,182.52670999490968,0.08873432431783941,10.337338661646143,6.0
