n_utts,n_tokens,n_types,mlu,question_rate,dm_per_100t,mental_per_100t,role
43,284,92,6.604651162790698,0.20930232558139536,3.5211267605633805,0.0,CHI
45,527,148,11.71111111111111,0.35555555555555557,4.743833017077799,0.0,MOT
