role,f0_mean,f0_sd,energy_mean,speech_rate,pause_p95
CHI,362.54963445652544,193.07195085465494,0.06220731046050787,10.865396795042042,1.0
MOT,346.9064998823992,189.54704262888004,0.07566537466995857,10.352877847586221,8.0
