start,end,speaker,f0,rms
11.185343750000001,11.219093750000003,S1,215.92575622941214,0.04084032028913498
12.56909375,13.04159375,S1,449.55836814890847,0.3176899552345276
14.222843750000003,14.543468750000002,S1,354.7503872682893,0.15008091926574707
17.69909375,19.52159375,S1,380.6195600127768,0.17087770998477936
20.669093750000002,21.394718750000003,S1,292.94471192349533,0.1024925708770752
23.875343750000003,24.26346875,S1,308.58154107237067,0.185614213347435
25.69784375,27.53721875,S1,291.82825976603,0.19134442508220673
27.65534375,28.39784375,S1,213.69303460861374,0.2339111566543579
30.827843750000003,31.367843750000002,S1,216.09685428053825,0.20056353509426117
31.789718750000002,31.90784375,S1,164.38878770596818,0.15361681580543518
32.009093750000005,32.025968750000004,S1,184.7902192347363,0.025858702138066292
32.36346875,32.970968750000004,S1,266.70554987534814,0.11497797816991806
34.337843750000005,35.62034375,S1,490.1502063431664,0.33961790800094604
36.21096875,38.11784375,S1,455.35431080514496,0.1901981234550476
40.83471875,42.977843750000005,S1,343.745273114922,0.21580135822296143
43.197218750000005,45.54284375,S1,292.2230992745479,0.15626798570156097
46.43721875,48.54659375,S1,312.46638813048446,0.12697838246822357
49.99784375,50.470343750000005,S1,181.58312699259477,0.1857244372367859
52.91721875,55.617218750000006,S1,378.3669366884289,0.23702284693717957
58.63784375,59.110343750000006,S1,237.86351117837273,0.11549996584653854
61.05096875,61.16909375,S1,405.49969959304207,0.14687702059745789
68.42534375000001,71.09159375,S1,321.07437641928834,0.1600257009267807
71.86784375,71.93534375,S1,380.22493033060414,0.24458171427249908
72.49221875,75.42846875000001,S1,508.23950594343853,0.3160742521286011
77.87534375,79.81596875000001,S1,377.572353526596,0.25183114409446716
80.27159375000001,80.49096875000001,S1,405.4493934974188,0.13382600247859955
80.79471875,82.48221875,S1,662.8719342607699,0.11710694432258606
85.01346875,85.63784375,S1,442.2959445823868,0.1745169758796692
89.29971875000001,94.68284375,S1,389.28587286519223,0.2363368570804596
96.08346875000001,101.70284375,S1,354.7930960711071,0.15015658736228943
102.22596875,104.09909375000001,S1,457.48903300518975,0.09348474442958832
104.40284375,105.51659375000001,S1,298.87604829319787,0.12138383090496063
107.82846875000001,108.41909375,S1,434.1640806123003,0.1427820324897766
110.30909375,111.35534375,S1,331.0204035872016,0.0847744420170784
113.61659375,114.57846875000001,S1,289.7936782940521,0.09587253630161285
115.21971875000001,116.04659375000001,S1,402.8907538281871,0.08114823698997498
116.33346875000001,116.94096875000001,S1,366.20331451056876,0.04848966374993324
118.71284375,119.53971875,S1,312.75933273285426,0.10435529798269272
121.02471875,122.77971875,S1,325.8217783637915,0.10506751388311386
124.78784375000001,127.25159375000001,S1,426.512697849088,0.1276008039712906
127.47096875000001,129.25971875000002,S1,404.8964650223719,0.10703591257333755
129.96846875,131.20034375,S1,374.87661000491596,0.10880101472139359
133.20846875,134.57534375,S1,339.38216789912923,0.1154111921787262
134.57534375,134.59221875,S2,344.28643680135957,0.011329163797199726
134.99721875,135.03096875,S2,119.14568567873518,0.012664740905165672
135.03096875,137.32596875000002,S1,488.2489406658531,0.10180877894163132
138.94596875000002,140.43096875,S1,313.893022355519,0.0987251028418541
140.81909375,144.75096875,S1,330.09416664712467,0.12583044171333313
146.55659375000002,147.23159375,S1,382.31407671459425,0.0784391462802887
147.23159375,147.28221875,S2,215.8017634419907,0.05177730321884155
148.31159375000001,149.34096875,S1,477.6988733450213,0.09669557958841324
149.34096875,149.35784375,S2,131.75331437425442,0.00858331099152565
149.72909375,150.85971875,S1,355.5246986262143,0.11197780817747116
