n_utts,n_tokens,n_types,mlu,question_rate,dm_per_100t,mental_per_100t,role
35,394,116,11.257142857142858,0.11428571428571428,2.5380710659898478,0.25380710659898476,CHI
164,5053,662,30.8109756097561,0.15853658536585366,3.7007718187215515,0.23748268355432417,MOT
