session_id,BOTH,CHI,MOT
10129,13.134920634920634,12.089622641509434,18.675
10225,17.754464285714285,17.01005025125628,23.68
10421,12.735119047619047,9.551282051282053,13.69767441860465
10622,42.5,62.27586206896552,8.764705882352942
10928,11.865814696485623,4.293577981651376,13.462282398452611
11025,27.402010050251256,11.314285714285717,30.835365853658537
20213,33.12,15.9811320754717,45.736111111111114
20319,17.70404984423676,9.219047619047618,21.828703703703702
