role,f0_mean,f0_sd,energy_mean,speech_rate,pause_p95
CHI,289.6024359417403,109.12800375580386,0.11857863454423871,10.766070836594418,18.25
MOT,271.6092058738451,169.95261416197025,0.12199610138863877,10.518662971579637,5.799999999999997
