start,end,speaker,f0,rms
6.308468750000001,6.98346875,S2,183.05227413435102,0.1901203989982605
7.574093750000001,14.20596875,S2,113.15067157782016,0.1488294005393982
15.488468750000003,19.75784375,S2,114.31170141252818,0.15512420237064362
20.770343750000002,23.33534375,S2,110.62952169620674,0.10756528377532959
23.504093750000003,24.07784375,S2,109.70149253731343,0.09553533792495728
24.07784375,25.883468750000002,S1,157.54279692243034,0.16606280207633972
24.145343750000002,24.43221875,S2,110.21403324895459,0.17730633914470673
25.832843750000002,27.452843750000003,S2,161.0602159337775,0.12889769673347473
28.12784375,29.612843750000003,S2,283.9872653597649,0.16479752957820892
29.612843750000003,31.688468750000002,S1,357.27512907595485,0.13304725289344788
31.48596875,33.00471875,S2,265.6864568160205,0.164078027009964
33.76409375,37.02096875,S2,312.18079250327764,0.1975235491991043
35.19846875,35.721593750000004,S1,377.36150548864515,0.20059862732887268
37.02096875,38.978468750000005,S1,314.5947873129775,0.23204125463962555
39.45096875,40.463468750000004,S2,154.12826219928303,0.3105331361293793
41.35784375,43.14659375,S2,223.54248295166866,0.20143313705921173
43.70346875,45.930968750000005,S2,406.41791407599675,0.17150279879570007
48.22596875,48.95159375,S2,180.76176647857415,0.09125278890132904
49.98096875,51.60096875,S2,174.34678726969457,0.09669811278581619
51.88784375,52.461593750000006,S2,161.56694427743344,0.11063237488269806
53.440343750000004,55.29659375000001,S2,157.5481882295132,0.12315002828836441
55.87034375,67.88534375,S2,174.9140498926434,0.0946793183684349
68.23971875000001,70.97346875000001,S2,162.497614908154,0.09058430045843124
71.02409375,75.14159375,S2,294.553381644159,0.16912192106246948
76.98096875,82.58346875000001,S2,257.97323092290736,0.1420888453722
83.81534375000001,85.50284375000001,S2,171.01006738285662,0.2217141091823578
85.50284375000001,85.97534375000001,S1,374.6780433643996,0.15814870595932007
85.97534375000001,86.02596875,S2,366.27268422873897,0.16119398176670074
86.02596875,86.17784375000001,S1,364.3417426084844,0.11838267743587494
86.17784375000001,88.42221875,S2,184.71259430562188,0.13860675692558289
88.48971875000001,88.50659375000001,S2,130.39487821913102,0.02491065114736557
88.50659375000001,88.97909375,S1,153.73594398094752,0.06785383820533752
88.97909375,90.51471875,S2,162.49633627839185,0.10776253789663315
90.32909375,92.05034375000001,S1,388.1761540382069,0.1646443009376526
92.13471875,93.02909375,S2,315.84718975103385,0.17154240608215332
93.85596875,95.56034375,S1,413.38700513210404,0.1699545830488205
96.55596875,96.70784375000001,S2,303.7240768538191,0.2234148383140564
96.70784375000001,96.75846875,S1,816.6666666666666,0.11802563816308975
97.09596875000001,97.68659375,S1,281.7123366060715,0.11747892946004868
97.88909375,99.47534375000001,S1,327.968345011308,0.1369646042585373
99.08721875,99.82971875000001,S2,215.98577910305596,0.14937260746955872
100.13346875,101.02784375,S2,174.95672081760935,0.08840078860521317
101.36534375000001,101.56784375000001,S2,155.9546730216853,0.06830522418022156
101.71971875000001,109.16159375000001,S2,184.78177692256284,0.11691197007894516
109.54971875000001,111.65909375000001,S2,149.00155183020564,0.10890547931194305
114.83159375000001,123.11721875,S2,193.75904692863443,0.08819350600242615
123.57284375,126.01971875000001,S1,302.96543904252405,0.12684771418571472
126.34034375,132.58409375000002,S2,319.9895485836618,0.1703614592552185
130.32284375,130.89659375000002,S1,348.0578368453195,0.24739453196525574
132.55034375,134.62596875,S1,383.58931664019843,0.16571463644504547
135.06471875,136.66784375,S2,217.63730773784923,0.15081974864006042
136.73534375,139.89096875,S1,261.90178905434516,0.16131003201007843
140.41409375,141.20721875,S2,215.72030246448998,0.15166692435741425
140.76846875,142.75971875000002,S1,358.8498994539865,0.1873161345720291
142.75971875000002,143.02971875,S2,240.07700215704386,0.13330651819705963
