n_utts,n_tokens,n_types,mlu,question_rate,dm_per_100t,mental_per_100t,role
277,3332,455,12.028880866425993,0.11552346570397112,4.261704681872749,0.030012004801920768,CHI
54,869,201,16.09259259259259,0.18518518518518517,1.0356731875719218,0.46029919447640966,MOT
