n_utts,n_tokens,n_types,mlu,question_rate,dm_per_100t,mental_per_100t,role
82,461,179,5.621951219512195,0.14634146341463414,3.036876355748373,0.0,CHI
244,6299,844,25.815573770491802,0.12704918032786885,4.715034132401969,0.25400857278933164,MOT
