start,end,speaker,f0,rms
0.03096875,1.3472187500000001,S2,314.05906083863937,0.06541446596384048
1.7353437500000002,2.00534375,S2,466.4673012287275,0.03489277511835098
4.13159375,4.72221875,S2,500.68421999069585,0.07802219688892365
5.920343750000001,6.865343750000001,S2,456.3940000357269,0.08067815750837326
8.08034375,9.582218750000003,S2,367.89305512027846,0.05524718761444092
11.30346875,11.590343750000002,S2,391.00095265969685,0.02835327759385109
11.94471875,12.31596875,S2,426.281591700597,0.05348208174109459
12.61971875,12.83909375,S2,405.33420439446786,0.03622480854392052
13.41284375,14.30721875,S2,529.8985969352855,0.07161719352006912
15.285968750000002,16.48409375,S2,364.51411676678634,0.051432594656944275
18.88034375,19.96034375,S2,331.7814417472417,0.04400878772139549
19.96034375,19.99409375,S1,590.1269174966435,0.008734168484807014
20.68596875,20.70284375,S2,780.5579786041407,0.007783647160977125
20.70284375,22.01909375,S1,363.6758378360579,0.05395614728331566
22.47471875,23.200343750000002,S1,383.4168109751147,0.08006348460912704
23.41971875,25.039718750000002,S1,401.76822654013495,0.060987215489149094
25.44471875,27.250343750000003,S1,325.39240343458516,0.0611591599881649
28.21221875,29.140343750000003,S1,438.10801289452087,0.030059903860092163
29.96721875,31.890968750000003,S1,352.29835622904784,0.043925900012254715
32.83596875,34.118468750000005,S1,237.67003693994008,0.02902068756520748
36.025343750000005,38.30346875,S1,290.02077996752246,0.03882545605301857
40.446593750000005,42.252218750000004,S1,148.78775455707796,0.025815555825829506
44.040968750000005,44.682218750000004,S1,356.9288417857204,0.04326644167304039
47.078468750000006,47.78721875,S1,360.10348613343916,0.03878352791070938
51.752843750000004,53.119718750000004,S1,292.9874253497173,0.05062282457947731
56.73096875,57.439718750000004,S1,332.07743513965505,0.10193265229463577
59.127218750000004,60.24096875,S1,215.43282849861959,0.024311663582921028
63.953468750000006,64.03784375000001,S1,614.6860001217509,0.01384471170604229
64.03784375000001,64.49346875,S2,297.18499009069615,0.04224196821451187
71.36159375,71.37846875000001,S1,356.36837874082505,0.06655961275100708
71.37846875000001,71.44596875,S2,351.86083263459375,0.10409359633922577
71.44596875,72.01971875000001,S1,283.43848217366707,0.09484086185693741
72.66096875000001,73.16721875,S1,165.5864859215814,0.06294102221727371
76.20471875,76.67721875000001,S1,299.1868821444436,0.024112625047564507
77.26784375000001,79.84971875000001,S1,276.5021128939536,0.022703519091010094
81.87471875,83.56221875,S1,417.3660972478311,0.06960441917181015
84.30471875,85.75596875000001,S1,246.93933726281534,0.04725753515958786
88.11846875,88.13534375,S2,486.20997276515163,0.005386612378060818
88.13534375,89.09721875000001,S1,402.43938617281765,0.07336322963237762
90.00846875,91.17284375000001,S1,333.6587771779781,0.06772816926240921
91.94909375,92.69159375000001,S1,346.8589151880226,0.06632772088050842
92.13471875,92.60721875,S2,352.370171177285,0.08225979655981064
