role,f0_mean,f0_sd,energy_mean,speech_rate,pause_p95
CHI,448.5791143804405,221.7519954592603,0.029256604089424376,9.918157181571816,2.5
MOT,392.4138194812661,221.40894580400914,0.035631161454118425,9.729232168160374,6.400000000000006
