role,f0_mean,f0_sd,energy_mean,speech_rate,pause_p95
CHI,422.4724821287777,210.4336964878179,0.13692820884964682,9.889108476064997,6.0
MOT,297.58342298263574,184.69623793814966,0.10690339907042441,10.240358655681236,9.0
