fold,n_test,auc,f1,ba,mcc,single_class
0,30,0.9349999999999999,0.7142857142857143,0.8,0.5773502691896257,0
1,30,0.5900000000000001,0.09090909090909091,0.47500000000000003,-0.09449111825230681,0
