file_id,cohort,U,T,dm_per_utt,dm_per_1k,disf_per_utt,disf_per_1k,pron1_per_1k,pron2_per_1k,pron3_per_1k,msv_per_1k
td_Brown_030507,TD,445,1377,0.0517,16.7,0.1865,60.28,74.07,22.51,66.81,34.13
td_Brown_030513,TD,373,1087,0.0268,9.2,0.1287,44.16,44.16,11.04,52.44,13.8
td_Brown_030515,TD,754,3172,0.0318,7.57,0.0159,3.78,43.19,23.01,53.91,6.31
td_Brown_030520,TD,306,918,0.0359,11.98,0.134,44.66,46.84,18.52,40.31,8.71
td_Brown_030529,TD,836,3448,0.0299,7.25,0.012,2.9,54.23,27.26,65.55,10.73
td_Brown_030606,TD,299,1029,0.0435,12.63,0.107,31.1,38.87,19.44,14.58,11.66
td_Brown_030609,TD,638,2846,0.0204,4.57,0.0047,1.05,51.3,24.95,44.27,4.92
td_Brown_030616,TD,226,818,0.0354,9.78,0.0752,20.78,41.56,24.45,39.12,15.89
td_Brown_030623,TD,235,781,0.0383,11.52,0.1532,46.09,61.46,23.05,33.29,10.24
td_Brown_030630,TD,298,1194,0.0403,10.05,0.1913,47.74,56.11,30.99,42.71,8.38
td_Brown_030709,TD,224,765,0.0446,13.07,0.067,19.61,77.12,13.07,67.97,11.76
td_Brown_030716,TD,172,644,0.0523,13.98,0.1105,29.5,77.64,21.74,41.93,20.19
td_Brown_030723,TD,191,680,0.0262,7.35,0.178,50.0,69.12,8.82,42.65,11.76
td_Brown_030730,TD,200,759,0.045,11.86,0.075,19.76,54.02,40.84,35.57,15.81
td_Brown_030801,TD,770,3437,0.013,2.91,0.0052,1.16,65.46,30.55,52.08,13.38
td_Brown_030806,TD,265,990,0.0151,4.04,0.0943,25.25,61.62,17.17,43.43,16.16
td_Brown_030812,TD,179,573,0.0615,19.2,0.0894,27.92,92.5,6.98,73.3,15.71
td_Brown_030814,TD,896,3522,0.0179,4.54,0.0056,1.42,68.99,20.73,45.43,16.18
td_Brown_030820,TD,230,918,0.0391,9.8,0.1435,35.95,41.39,9.8,32.68,7.63
td_Brown_030826,TD,887,3834,0.0282,6.52,0.0023,0.52,57.9,26.08,51.9,8.61
td_Brown_030827,TD,260,862,0.0308,9.28,0.1192,35.96,59.16,20.88,24.36,13.92
td_Brown_030903,TD,246,822,0.0488,14.6,0.1057,31.63,75.43,10.95,40.15,7.3
td_Brown_030916,TD,769,3519,0.0403,8.81,0.0156,3.41,60.24,38.36,45.18,8.24
td_Brown_030926a,TD,251,926,0.0279,7.56,0.1235,33.48,69.11,39.96,34.56,8.64
td_Brown_030926b,TD,197,670,0.0355,10.45,0.132,38.81,126.87,38.81,40.3,19.4
td_Brown_031001,TD,221,681,0.0181,5.87,0.1629,52.86,64.61,27.9,36.71,2.94
td_Brown_031009,TD,226,689,0.0487,15.97,0.2699,88.53,91.44,10.16,40.64,17.42
td_Brown_031015,TD,545,2385,0.044,10.06,0.0092,2.1,67.09,23.9,57.02,21.8
td_Brown_031016,TD,274,1041,0.0219,5.76,0.1423,37.46,77.81,11.53,29.78,12.49
td_Brown_031030,TD,311,1229,0.0064,1.63,0.2154,54.52,43.94,19.53,22.78,4.88
td_Brown_031101,TD,670,3095,0.0507,10.99,0.0194,4.2,51.37,28.76,53.31,12.28
td_Brown_031116,TD,295,1007,0.0203,5.96,0.1559,45.68,66.53,19.86,45.68,14.9
td_Brown_040005,TD,311,944,0.0289,9.53,0.1415,46.61,73.09,25.42,37.08,12.71
td_Brown_040014,TD,270,994,0.0593,16.1,0.1778,48.29,54.33,16.1,71.43,6.04
td_Brown_040028,TD,337,1395,0.0297,7.17,0.1157,27.96,43.01,30.11,41.58,2.15
td_Brown_040104,TD,358,1226,0.0391,11.42,0.1061,31.0,56.28,41.6,46.49,16.31
td_Brown_040111,TD,380,1181,0.0474,15.24,0.0816,26.25,55.04,22.86,50.8,13.55
td_Brown_040118,TD,199,723,0.0352,9.68,0.1156,31.81,78.84,31.81,29.05,8.3
td_Brown_040128,TD,274,1139,0.0255,6.15,0.0766,18.44,64.09,14.93,46.53,10.54
td_Brown_040201,TD,307,1165,0.0684,18.03,0.0521,13.73,66.09,30.9,30.04,12.88
td_Brown_040209,TD,280,894,0.0179,5.59,0.0679,21.25,53.69,24.61,45.86,14.54
td_Brown_040216,TD,256,782,0.0352,11.51,0.0469,15.35,76.73,17.9,53.71,20.46
td_Brown_040217,TD,701,3436,0.0314,6.4,0.0014,0.29,67.23,28.23,43.95,7.28
td_Brown_040223,TD,245,902,0.0367,9.98,0.0245,6.65,54.32,9.98,45.45,5.54
td_Brown_040307,TD,373,1295,0.0563,16.22,0.0349,10.04,31.66,17.76,50.19,12.36
