role,f0_mean,f0_sd,energy_mean,speech_rate,pause_p95
CHI,279.4081132874516,166.8873422853088,0.1784331053495407,9.7988603988604,0.0
MOT,201.19622303641052,154.13167141803532,0.11020768284797669,10.992917463593503,1.0
