role,f0_mean,f0_sd,energy_mean,speech_rate,pause_p95
CHI,296.6992926575639,146.23899758080478,0.05096253485459348,10.554085643577917,9.599999999999994
MOT,277.45814958474546,139.33586354275104,0.05053768405335003,10.47865441263871,6.0
