role,f0_mean,f0_sd,energy_mean,speech_rate,pause_p95
CHI,316.7783293001997,179.52015749909165,0.11016448997249899,11.014238356143075,20.0
MOT,312.7801497583044,185.60962246127826,0.14307579498813308,10.565652479195089,8.0
