n_utts,n_tokens,n_types,mlu,question_rate,dm_per_100t,mental_per_100t,role
129,766,246,5.937984496124031,0.11627906976744186,3.6553524804177546,0.13054830287206268,CHI
396,4200,718,10.606060606060606,0.08333333333333333,4.5,0.14285714285714285,MOT
