role,f0_mean,f0_sd,energy_mean,speech_rate,pause_p95
CHI,333.305531495037,130.52675479289667,0.0827152393758297,9.82415458937198,0.0
MOT,272.1842515001175,138.3800677724843,0.04762431979179382,10.769462277488595,1.0
