group,n,mlu_child_mean,mlu_child_std,mlu_adult_mean,mlu_adult_std,chi_ratio_mean,chi_ratio_std
Providence,203,2.986384236453202,0.9643018660230572,5.234733990147783,0.8983375550071896,0.41185714285714287,0.05539917203160597
Others,254,2.8728897637795274,0.9541362563711702,4.32732283464567,0.8263350579887411,0.48757480314960633,0.1131933416481075
